Language	Budget	Revenue	Ratio	LogBudget	LogRevenue	LogRatio	Title
EN	29000000	16930185	0.583799483	17.18280639	16.64460868	-0.538197707	"Serving Sara"
EN	29000000	78636257	2.711595069	17.18280639	18.18034344	0.997537048	"The Boss"
EN	12000000	24829644	2.069137	16.30041721	17.02754882	0.727131612	"Seed of Chucky"
EN	29000000	21126225	0.728490517	17.18280639	16.86602572	-0.31678067	"The Jacket"
EN	28000000	504050219	18.00179354	17.14771507	20.03818646	2.890471394	"Aladdin"
EN	28000000	201634991	7.201249679	17.14771507	19.12196965	1.974254577	"Straight Outta Compton"
EN	28000000	333000000	11.89285714	17.14771507	19.62365305	2.47593798	"Indiana Jones and the Temple of Doom"
EN	30000000	100491683	3.349722767	17.21670794	18.42558553	1.208877586	"The Rugrats Movie"
EN	60000000	105178561	1.752976017	17.90985512	18.47117004	0.561314925	"Along Came a Spider"
EN	29000000	48902953	1.686308724	17.18280639	17.70534834	0.522541953	"Florence Foster Jenkins"
EN	29000000	98185582	3.385709724	17.18280639	18.40236994	1.219563552	"Once Upon a Time in Mexico"
EN	28000000	140767956	5.027427	17.14771507	18.76262339	1.614908322	"Die Hard"
EN	28000000	92380927	3.299318821	17.14771507	18.3414311	1.193716029	"Role Models"
EN	28000000	133346506	4.762375214	17.14771507	18.70846161	1.560746538	"The Big Short"
EN	28000000	64445708	2.301632429	17.14771507	17.98133369	0.833618623	"Miracle"
EN	28000000	102356381	3.655585036	17.14771507	18.44397121	1.296256145	"Dawn of the Dead"
EN	35000000	94728529	2.7065294	17.37085862	18.36652577	0.99566715	"The Wedding Planner"
OTHER	30000000	17137302	0.5712434	17.21670794	16.65676805	-0.55993989	"Space Pirate Captain Harlock"
EN	21000000	71441250	3.401964286	16.860033	18.08438599	1.224352996	"The Royal Tenenbaums"
EN	30000000	90259536	3.0086512	17.21670794	18.31819981	1.101491872	"Identity"
EN	28000000	134402450	4.8000875	17.14771507	18.71634922	1.568634147	"Last Vegas"
EN	28000000	195312802	6.975457214	17.14771507	19.09011294	1.942397876	"For Your Eyes Only"
EN	28000000	77516304	2.768439429	17.14771507	18.16599885	1.018283778	"Serendipity"
EN	27000000	101646581	3.764688185	17.11134742	18.43701246	1.325665038	"Timecop"
EN	28000000	60780981	2.170749321	17.14771507	17.92278749	0.775072417	"Zoolander"
EN	28000000	97594140	3.485505	17.14771507	18.39632801	1.24861294	"Safe Haven"
EN	28000000	39514713	1.41123975	17.14771507	17.49218364	0.344468573	"Hocus Pocus"
EN	28000000	92601050	3.307180357	17.14771507	18.34381104	1.196095971	"No Reservations"
EN	28000000	96188903	3.435317964	17.14771507	18.38182456	1.234109487	"Kick-Ass"
EN	28000000	40547440	1.448122857	17.14771507	17.5179832	0.370268136	"30 Minutes or Less"
EN	28000000	33000337	1.178583464	17.14771507	17.31202833	0.164313263	"Dracula 2000"
EN	28000000	100654149	3.594791036	17.14771507	18.42720093	1.279485863	"Alexander and the Terrible. Horrible. No Good. Very Bad Day"
EN	28000000	121147947	4.326712393	17.14771507	18.61252306	1.464807991	"Pride & Prejudice"
EN	28000000	33139618	1.183557786	17.14771507	17.31624004	0.168524975	"Blade Runner"
EN	28000000	31596911	1.128461107	17.14771507	17.26856992	0.120854852	"Rob Roy"
EN	28000000	52597999	1.878499964	17.14771507	17.77818864	0.630473567	"3 Days to Kill"
EN	21000000	54926886	2.615566	16.860033	17.82151351	0.961480518	"We Own the Night"
OTHER	35866397	20217080	0.563677472	17.3953114	16.82203835	-0.573273049	"Winged Migration"
EN	28000000	38159905	1.36285375	17.14771507	17.45729592	0.309580847	"Just My Luck"
EN	28000000	8888143	0.317433679	17.14771507	16.0002287	-1.147486369	"Mystery. Alaska"
EN	28000000	45236543	1.615590821	17.14771507	17.62741579	0.479700723	"The Spy Next Door"
EN	28000000	8345056	0.298037714	17.14771507	15.93717983	-1.210535242	"A Simple Wish"
EN	28000000	14010832	0.500386857	17.14771507	16.4553413	-0.692373765	"Ghosts of Mars"
EN	28000000	7002261	0.25008075	17.14771507	15.76174365	-1.385971413	"Our Brand Is Crisis"
EN	28000000	16374328	0.584797429	17.14771507	16.6112253	-0.536489768	"Pride and Prejudice and Zombies"
EN	28000000	5684789	0.203028179	17.14771507	15.55330457	-1.594410499	"Kundun"
EN	27000000	17286299	0.640233296	17.11134742	16.66542478	-0.445922644	"How to Lose Friends & Alienate People"
EN	28000000	60700000	2.167857143	17.14771507	17.92145426	0.773739188	"Kick-Ass 2"
OTHER	24000000	23321954	0.971748083	16.99356439	16.96490571	-0.028658682	"Alatriste"
EN	28000000	68896829	2.460601036	17.14771507	18.04812071	0.900405644	"Brick Mansions"
EN	27500000	187500000	6.818181818	17.12969656	19.0492894	1.919592841	"Octopussy"
EN	30000000	219076518	7.3025506	17.21670794	19.20493162	1.988223684	"Knocked Up"
EN	30000000	95714875	3.190495833	17.21670794	18.37688428	1.160176338	"My Sister's Keeper"
EN	35000000	43650785	1.247165286	17.37085862	17.59173182	0.220873205	"Welcome Home Roscoe Jenkins"
EN	8000000	27187653	3.398456625	15.8949521	17.11827349	1.223321395	"A Passage to India"
EN	15000000	49469904	3.2979936	16.52356076	17.71687504	1.193314284	"Notes on a Scandal"
EN	27500000	24748670	0.899951636	17.12969656	17.02428231	-0.105414254	"Rendition"
EN	27000000	96900000	3.588888889	17.11134742	18.38919008	1.277842653	"Star Trek VI: The Undiscovered Country"
EN	27000000	60527873	2.241773074	17.11134742	17.91861453	0.807267104	"Kiss the Girls"
EN	27000000	115229890	4.267773704	17.11134742	18.56243973	1.45109231	"The Blues Brothers"
EN	27000000	44352417	1.642682111	17.11134742	17.60767776	0.49633034	"The Sisterhood of the Traveling Pants 2"
EN	27000000	129000000	4.777777778	17.11134742	18.67532296	1.563975538	"About a Boy"
EN	27000000	56870414	2.10631163	17.11134742	17.8562858	0.744938375	"Lake Placid"
EN	27000000	56308881	2.085514111	17.11134742	17.84636282	0.735015401	"Lucky Number Slevin"
EN	27000000	21500000	0.796296296	17.11134742	16.88356349	-0.227783931	"The Right Stuff"
EN	30000000	15395087	0.513169567	17.21670794	16.54955899	-0.667148949	"Anonymous"
EN	27000000	20158808	0.746622519	17.11134742	16.81915187	-0.292195552	"The NeverEnding Story"
EN	27000000	27200316	1.007419111	17.11134742	17.11873915	0.007391725	"Dark City"
EN	25000000	11137801	0.44551204	17.03438638	16.22585538	-0.808531007	"Return to Oz"
EN	27000000	76000000	2.814814815	17.11134742	18.1462439	1.034896474	"The Newton Boys"
EN	27000000	29000000	1.074074074	17.11134742	17.18280639	0.071458964	"Case 39"
EN	27000000	13000000	0.481481481	17.11134742	16.38045992	-0.730887509	"Suspect Zero"
EN	27000000	85564310	3.169048519	17.11134742	18.26477881	1.153431391	"Spy Kids: All the Time in the World"
EN	27000000	93282604	3.454911259	17.11134742	18.3511442	1.239796772	"Money Monster"
EN	28000000	14000000	0.5	17.14771507	16.45456789	-0.693147181	"The 51st State"
EN	27000000	21148829	0.783289963	17.11134742	16.8670951	-0.244252328	"Mindhunters"
EN	25000000	6673422	0.26693688	17.03438638	15.71364333	-1.320743053	"What Just Happened"
EN	26000000	183293131	7.049735808	17.0736071	19.02659724	1.952990142	"Paul Blart: Mall Cop"
EN	26000000	110230332	4.239628154	17.0736071	18.51808266	1.444475566	"Freaky Friday"
EN	26000000	109449237	4.209586038	17.0736071	18.51097141	1.437364315	"The 40 Year Old Virgin"
EN	25000000	289317794	11.57271176	17.03438638	19.48303628	2.448649892	"Shakespeare in Love"
EN	28000000	53181600	1.899342857	17.14771507	17.78922303	0.641507962	"A Walk Among the Tombstones"
EN	15000000	201957688	13.46384587	16.52356076	19.12356877	2.600008009	"Kindergarten Cop"
EN	27000000	101624843	3.763883074	17.11134742	18.43679858	1.325451157	"Pineapple Express"
EN	26000000	65705772	2.527145077	17.0736071	18.00069733	0.927090237	"Ever After: A Cinderella Story"
EN	22000000	68296293	3.104376955	16.90655301	18.03936605	1.132813036	"Open Range"
EN	26000000	61489265	2.364971731	17.0736071	17.93437316	0.860766069	"Flatliners"
EN	22000000	50750000	2.306818182	16.90655301	17.74242218	0.835869165	"A Bridge Too Far"
EN	26000000	57891803	2.226607808	17.0736071	17.87408636	0.800479265	"Red Eye"
EN	26000000	90426405	3.477938654	17.0736071	18.32004687	1.246439777	"Final Destination 2"
EN	26000000	71868327	2.764166423	17.0736071	18.09034621	1.016739115	"O Brother. Where Art Thou?"
EN	26000000	67918658	2.612256077	17.0736071	18.03382134	0.960214245	"Legion"
EN	25000000	86175291	3.44701164	17.03438638	18.27189405	1.237507664	"Pain & Gain"
EN	26000000	38793283	1.492049346	17.0736071	17.47375767	0.400150575	"Clockstoppers"
EN	26000000	43318349	1.666090346	17.0736071	17.58408687	0.510479772	"Brothers"
EN	26000000	28818995	1.108422885	17.0736071	17.17654528	0.10293818	"Agent Cody Banks 2: Destination London"
EN	56000000	142044638	2.536511393	17.84086225	18.77165192	0.93078967	"New Year's Eve"
EN	42000000	35402320	0.842912381	17.55318018	17.38228791	-0.170892264	"Original Sin"
EN	26000000	29657751	1.140682731	17.0736071	17.20523407	0.13162697	"The Raven"
EN	30000000	14000000	0.466666667	17.21670794	16.45456789	-0.762140052	"Welcome to Mooseport"
EN	26000000	36800000	1.415384615	17.0736071	17.4210084	0.347401307	"Highlander: The Final Dimension"
EN	25530000	20080020	0.786526439	17.05536479	16.81523585	-0.24012894	"Flipper"
EN	26000000	30523226	1.173970231	17.0736071	17.23399846	0.160391364	"Self/less"
EN	25000000	82466670	3.2986668	17.03438638	18.22790477	1.193518387	"The Constant Gardener"
EN	30000000	611899420	20.39664733	17.21670794	20.23207848	3.015370541	"The Passion of the Christ"
EN	25000000	441286195	17.6514478	17.03438638	19.90520419	2.870817808	"Mrs. Doubtfire"
EN	25000000	412800000	16.512	17.03438638	19.83847377	2.804087389	"Rain Man"
EN	33000000	269958228	8.180552364	17.31201812	19.41377779	2.101759674	"Gran Torino"
EN	25100000	29506464	1.175556335	17.0383784	17.20011992	0.161741512	"W."
EN	25000000	226830568	9.07322272	17.03438638	19.2397139	2.205327517	"Taken"
EN	26000000	35926213	1.381777423	17.0736071	17.39697775	0.323370658	"The Best of Me"
EN	25000000	411006740	16.4402696	17.03438638	19.83412017	2.799733789	"The Bodyguard"
EN	22000000	321365567	14.60752577	16.90655301	19.58808987	2.68153686	"Schindler's List"
EN	25000000	124272124	4.97088496	17.03438638	18.63798427	1.603597885	"The Help"
EN	28000000	8555008	0.305536	17.14771507	15.9620274	-1.185687668	"The Fifth Estate"
EN	30000000	114908830	3.830294333	17.21670794	18.55964959	1.34294165	"Freddy vs. Jason"
EN	25000000	80936232	3.23744928	17.03438638	18.20917214	1.17478576	"Jimmy Neutron: Boy Genius"
EN	25000000	170764026	6.83056104	17.03438638	18.9557932	1.921406814	"Cloverfield"
EN	25000000	78000000	3.12	17.03438638	18.17221938	1.137833002	"Teenage Mutant Ninja Turtles II: The Secret of the Ooze"
EN	25000000	76270454	3.05081816	17.03438638	18.14979619	1.115409804	"The Untouchables"
EN	25000000	171600000	6.864	17.03438638	18.96067675	1.926290362	"No Country for Old Men"
EN	25000000	153997819	6.15991276	17.03438638	18.852449	1.818062615	"Ride Along"
EN	25000000	281929795	11.2771918	17.03438638	19.45716864	2.422782261	"Bridget Jones's Diary"
EN	25000000	152500343	6.10001372	17.03438638	18.8426774	1.80829102	"Chocolat"
EN	45000000	124914842	2.775885378	17.62217305	18.6431428	1.020969751	"Legally Blonde 2: Red. White & Blonde"
EN	25000000	119772232	4.79088928	17.03438638	18.60110243	1.566716048	"Parental Guidance"
EN	25000000	147780440	5.9112176	17.03438638	18.81123822	1.776851834	"No Strings Attached"
EN	25000000	56505065	2.2602026	17.03438638	17.84984084	0.815454455	"Tombstone"
EN	25000000	91036760	3.6414704	17.03438638	18.32677394	1.292387556	"Romeo Must Die"
EN	2800000	60922980	21.75820714	14.84512998	17.925121	3.079991026	"The Omen"
EN	25000000	117719158	4.70876632	17.03438638	18.58381233	1.549425946	"Final Destination 3"
EN	25000000	99357138	3.97428552	17.03438638	18.41423137	1.379844989	"The Lucky One"
EN	60000000	137587063	2.293117717	17.90985512	18.73976746	0.82991234	"Bridge to Terabithia"
EN	25000000	116766556	4.67066224	17.03438638	18.57568725	1.541300869	"Finding Neverland"
EN	25000000	77278331	3.09113324	17.03438638	18.16292415	1.128537768	"The Grey"
EN	25000000	122644820	4.9057928	17.03438638	18.62480309	1.590416711	"Hide and Seek"
EN	26000000	90574188	3.483622615	17.0736071	18.32167983	1.248072734	"Anchorman: The Legend of Ron Burgundy"
EN	25000000	46836394	1.87345576	17.03438638	17.66217111	0.627784725	"GoodFellas"
EN	28000000	58795814	2.0998505	17.14771507	17.88958122	0.741866152	"Agent Cody Banks"
EN	25000000	122489822	4.89959288	17.03438638	18.6235385	1.589152116	"Nanny McPhee"
EN	25000000	65884703	2.63538812	17.03438638	18.00341685	0.969030465	"Scarface"
EN	23000000	43984230	1.912357826	16.95100477	17.59934172	0.648336945	"The Last Emperor"
EN	25000000	63100000	2.524	17.03438638	17.96023133	0.925844945	"Contraband"
EN	25000000	77208711	3.08834844	17.03438638	18.16202285	1.127636463	"There Will Be Blood"
EN	25000000	41604473	1.66417892	17.03438638	17.54371824	0.509331861	"Undercover Brother"
EN	25000000	39053061	1.56212244	17.03438638	17.48043182	0.446045435	"The Sisterhood of the Traveling Pants"
EN	25000000	64437847	2.57751388	17.03438638	17.9812117	0.946825322	"Kiss of the Dragon"
EN	25000000	70442940	2.8177176	17.03438638	18.07031358	1.035927196	"The House Bunny"
EN	25000000	36351350	1.454054	17.03438638	17.4087419	0.374355517	"Beauty Shop"
EN	25000000	38307627	1.53230508	17.03438638	17.46115957	0.42677319	"Million Dollar Arm"
EN	25000000	66980456	2.67921824	17.03438638	18.01991143	0.98552505	"The Giver"
EN	17000000	63102666	3.711921529	16.6487239	17.96027358	1.311549675	"Jeepers Creepers 2"
EN	25000000	59192128	2.36768512	17.03438638	17.89629912	0.861912735	"Good Luck Chuck"
EN	25000000	56489558	2.25958232	17.03438638	17.84956636	0.815179982	"Cradle 2 the Grave"
EN	25000000	41597830	1.6639132	17.03438638	17.54355856	0.509172178	"The Hours"
EN	20000000	33889159	1.69445795	16.81124283	17.33860573	0.527362896	"She's the Man"
EN	25000000	229736344	9.18945376	17.03438638	19.25244288	2.218056496	"Mr. Bean's Holiday"
EN	20000000	70992898	3.5496449	16.81124283	18.0780904	1.26684757	"Anacondas: The Hunt for the Blood Orchid"
EN	25500000	2415472	0.094724392	17.05418901	14.69740527	-2.356783739	"Blood Ties"
EN	25000000	66122026	2.64488104	17.03438638	18.00701247	0.972626089	"August Rush"
EN	30000000	82150642	2.738354733	17.21670794	18.22406522	1.007357278	"Elizabeth"
EN	25000000	50671850	2.026874	17.03438638	17.74088109	0.706494705	"Bride of Chucky"
EN	25485000	29548291	1.159438532	17.0536006	17.20153647	0.147935864	"Tora! Tora! Tora!"
EN	25000000	100000000	4	17.03438638	18.42068074	1.386294361	"Spice World"
EN	25000000	34942188	1.39768752	17.03438638	17.36920548	0.3348191	"The Sitter"
EN	25000000	28341469	1.13365876	17.03438638	17.15983663	0.125450243	"The Shawshank Redemption"
EN	21150000	39438674	1.864712719	16.86715046	17.49025747	0.623107003	"Crocodile Dundee in Los Angeles"
EN	27000000	25023434	0.926793852	17.11134742	17.0353233	-0.07602412	"Kingpin"
EN	25000000	39171130	1.5668452	17.03438638	17.48345055	0.449064171	"The Gambler"
EN	25000000	74188937	2.96755748	17.03438638	18.1221256	1.087739217	"August: Osage County"
EN	25000000	27645491	1.10581964	17.03438638	17.1349732	0.100586816	"Ice Princess"
EN	30000000	42886719	1.4295573	17.21670794	17.57407276	0.357364816	"A Lot Like Love"
EN	23000000	46152800	2.006643478	16.95100477	17.64746819	0.696463415	"Eddie the Eagle"
EN	25000000	21567853	0.86271412	17.03438638	16.88671448	-0.147671906	"He Got Game"
EN	25000000	22200000	0.888	17.03438638	16.91560285	-0.118783536	"Don Juan DeMarco"
EN	25000000	114977104	4.59908416	17.03438638	18.56024357	1.525857188	"Dear John"
EN	25000000	23580000	0.9432	17.03438638	16.97590945	-0.05847693	"The Losers"
EN	25000000	36993168	1.47972672	17.03438638	17.4262438	0.391857422	"Don't Be Afraid of the Dark"
EN	25000000	40452643	1.61810572	17.03438638	17.51564254	0.481256156	"War"
EN	25000000	17000000	0.68	17.03438638	16.6487239	-0.385662481	"Punch-Drunk Love"
EN	25000000	20796847	0.83187388	17.03438638	16.85031195	-0.184074436	"EuroTrip"
EN	25000000	15431177	0.61724708	17.03438638	16.5519005	-0.482485881	"The Greatest Game Ever Played"
EN	30000000	33333531	1.1111177	17.21670794	17.32207439	0.105366446	"The Box"
EN	25000000	24362772	0.97451088	17.03438638	17.00856679	-0.025819595	"The Next Best Thing"
EN	25000000	19829957	0.79319828	17.03438638	16.80270433	-0.231682051	"My Soul to Take"
EN	25000000	30411183	1.21644732	17.03438638	17.23032096	0.195934578	"The Girl Next Door"
EN	25000000	51702483	2.06809932	17.03438638	17.76101637	0.726629983	"Maximum Risk"
EN	25000000	42972994	1.71891976	17.03438638	17.57608243	0.541696047	"Legend"
EN	28000000	10126458	0.361659214	17.14771507	16.13066216	-1.017052908	"Shark Night"
EN	50000000	13000000	0.26	17.72753356	16.38045992	-1.347073648	"Angela's Ashes"
EN	25000000	28831145	1.1532458	17.03438638	17.17696678	0.142580402	"Draft Day"
EN	25000000	15478800	0.619152	17.03438638	16.5549819	-0.479404479	"The Conspirator"
EN	25000000	13411957	0.53647828	17.03438638	16.41165718	-0.622729202	"Lords of Dogtown"
EN	25000000	24902723	0.99610892	17.03438638	17.03048771	-0.00389867	"The 33"
EN	25000000	11000000	0.44	17.03438638	16.21340583	-0.820980552	"Big Trouble in Little China"
EN	25000000	23057115	0.9222846	17.03438638	16.95348496	-0.080901426	"Warrior"
EN	28000000	16900000	0.603571429	17.14771507	16.64282418	-0.504890888	"Michael Collins"
EN	25000000	11207130	0.4482852	17.03438638	16.23206074	-0.802325642	"Stop-Loss"
EN	25000000	10719357	0.42877428	17.03438638	16.18756173	-0.846824652	"Abandon"
EN	25000000	13000000	0.52	17.03438638	16.38045992	-0.653926467	"Brokedown Palace"
EN	14000000	85446075	6.103291071	16.45456789	18.26339603	1.808828146	"The Possession"
EN	25000000	10070000	0.4028	17.03438638	16.12507126	-0.909315118	"Mrs. Winterbourne"
EN	25000000	10324441	0.41297764	17.03438638	16.15002455	-0.884361828	"Straw Dogs"
EN	25000000	11772461	0.47089844	17.03438638	16.28127355	-0.753112835	"The Hoax"
EN	32000000	27635305	0.863603281	17.28124646	17.13460468	-0.146641781	"The Road"
EN	25000000	5778353	0.23113412	17.03438638	15.56962925	-1.464757131	"Sheena"
EN	25000000	4064495	0.1625798	17.03438638	15.21780006	-1.816586321	"Tank Girl"
EN	25000000	19844979	0.79379916	17.03438638	16.80346159	-0.230924797	"Blindness"
EN	25000000	2405420	0.0962168	17.03438638	14.69323508	-2.3411513	"BloodRayne"
EN	25000000	27603069	1.10412276	17.03438638	17.13343752	0.099051137	"Carnage"
EN	25000000	777423	0.03109692	17.03438638	13.56373988	-3.4706465	"Without Limits"
EN	25000000	2336172	0.09344688	17.03438638	14.66402425	-2.370362132	"Me and Orson Welles"
EN	13500000	19255873	1.426360963	16.41820024	16.77332666	0.35512642	"The Best Offer"
EN	25000000	10589102	0.42356408	17.03438638	16.17533592	-0.859050466	"The Bad Lieutenant: Port of Call - New Orleans"
OTHER	25000000	48531470	1.9412588	17.03438638	17.69772301	0.663336629	"Little White Lies"
OTHER	25000000	6500000	0.26	17.03438638	15.68731273	-1.347073648	"Space Dogs"
EN	25000000	71009334	2.84037336	17.03438638	18.07832189	1.043935508	"The Counselor"
EN	25000000	3052000	0.12208	17.03438638	14.93130767	-2.103078711	"Waterloo"
EN	14000000	34670720	2.47648	16.45456789	17.36140608	0.906838197	"Dangerous Liaisons"
EN	25000000	8784318	0.35137272	17.03438638	15.98847864	-1.045907739	"On the Road"
EN	24000000	133000000	5.541666667	16.99356439	18.70585969	1.712295298	"Star Trek IV: The Voyage Home"
EN	24000000	155721132	6.4883805	16.99356439	18.86357735	1.870012962	"Rocky Balboa"
EN	24000000	172363301	7.181804208	16.99356439	18.96511502	1.971550634	"Scream 2"
EN	25000000	1397284	0.05589136	17.03438638	14.15004091	-2.884345472	"Jane Got a Gun"
EN	24000000	70181428	2.924226167	16.99356439	18.06659428	1.073029887	"Think Like a Man Too"
EN	41300000	106371651	2.57558477	17.53637306	18.48244966	0.946076603	"The Whole Nine Yards"
EN	8200000	80035402	9.760414878	15.91964471	18.19797962	2.278334908	"Footloose"
EN	24000000	87055349	3.627306208	16.99356439	18.28205467	1.288490281	"Old School"
EN	24000000	41895491	1.745645458	16.99356439	17.55068877	0.557124377	"The Fisher King"
EN	65000000	40002112	0.615417108	17.98989783	17.50444281	-0.485455017	"I Still Know What You Did Last Summer"
EN	24000000	36609995	1.525416458	16.99356439	17.41583185	0.42226746	"Return to Me"
EN	24000000	42105111	1.754379625	16.99356439	17.55567969	0.562115304	"Zack and Miri Make a Porno"
EN	24000000	68729358	2.86372325	16.99356439	18.045687	1.052122614	"The Men Who Stare at Goats"
EN	17000000	16980098	0.998829294	16.6487239	16.64755251	-0.001171392	"Win a Date with Tad Hamilton!"
EN	24000000	16290976	0.678790667	16.99356439	16.60612189	-0.387442495	"Muppets from Space"
EN	24000000	21049053	0.877043875	16.99356439	16.86236613	-0.131198259	"The Wiz"
EN	24000000	12372410	0.515517083	16.99356439	16.33097955	-0.662584837	"Ready to Rumble"
EN	24000000	8434146	0.35142275	16.99356439	15.94779902	-1.045765364	"Play It to the Bone"
EN	24000000	30551495	1.272978958	16.99356439	17.23492418	0.24135979	"I Don't Know How She Does It"
EN	24000000	83188165	3.466173542	16.99356439	18.23661565	1.24305126	"Piranha 3D"
EN	24000000	4562146	0.190089417	16.99356439	15.33330368	-1.660260703	"Meet the Deedles"
EN	28000000	669276	0.023902714	17.14771507	13.41395181	-3.733763258	"The Thief and the Cobbler"
EN	24000000	23081726	0.961738583	16.99356439	16.95455178	-0.039012608	"Faster"
OTHER	24000000	234710455	9.779602292	16.99356439	19.27386321	2.280298818	"Howl's Moving Castle"
EN	23600000	102391382	4.338617881	16.97675727	18.44431311	1.467555837	"Zombieland"
EN	23000000	185991646	8.086593304	16.95100477	19.04121232	2.090207543	"The Waterboy"
EN	18000000	538400000	29.91111111	16.70588232	20.10411234	3.39823002	"The Empire Strikes Back"
EN	19000000	141407024	7.442474947	16.75994954	18.76715298	2.007203448	"Bad Boys"
EN	23000000	86930411	3.779583087	16.95100477	18.28061848	1.329613709	"The Naked Gun 2_: The Smell of Fear"
EN	23000000	53302314	2.317491913	16.95100477	17.7914903	0.840485529	"Final Destination"
EN	12500000	75993061	6.07944488	16.3412392	18.14615259	1.804913389	"The Ides of March"
EN	23000000	53187659	2.312506913	16.95100477	17.78933695	0.83833218	"Pitch Black"
EN	23000000	47351251	2.058750043	16.95100477	17.6731038	0.722099024	"Her"
EN	23000000	36642838	1.59316687	16.95100477	17.41672855	0.465723777	"Joy Ride"
EN	25000000	6399	0.00025596	17.03438638	8.763897007	-8.270489376	"The Adventurer: The Curse of the Midas Box"
EN	23000000	18653615	0.811026739	16.95100477	16.74155052	-0.209454255	"Anywhere But Here"
EN	23000000	33372606	1.45098287	16.95100477	17.32324594	0.372241168	"Haywire"
EN	23000000	51881013	2.255696217	16.95100477	17.76446344	0.813458669	"Jaws: The Revenge"
EN	23000000	10827816	0.470774609	16.95100477	16.19762894	-0.753375837	"The End of the Affair"
EN	23000000	7434726	0.323248957	16.95100477	15.82167228	-1.129332489	"Harley Davidson and the Marlboro Man"
EN	23000000	29541790	1.284425652	16.95100477	17.20131643	0.250311655	"In the Valley of Elah"
EN	23000000	9366227	0.407227261	16.95100477	16.05262091	-0.898383869	"Cheri"
EN	23000000	16123851	0.701037	16.95100477	16.59581016	-0.355194612	"Vanity Fair"
OTHER	23000000	5837674	0.253811913	16.95100477	15.57984299	-1.371161786	"Bodyguards and Assassins"
EN	25000000	94679598	3.78718392	17.03438638	18.3660091	1.331622714	"1408"
EN	22700000	38119483	1.679272379	16.93787548	17.45623607	0.518360592	"Spaceballs"
EN	22500000	15520023	0.6897788	16.92902587	16.55764155	-0.371384312	"The Water Diviner"
EN	22000000	505000000	22.95454545	16.90655301	20.04006899	3.133515976	"Ghost"
EN	23000000	369884651	16.08194135	16.95100477	19.72870176	2.777696987	"There's Something About Mary"
EN	22000000	189833357	8.628788955	16.90655301	19.06165718	2.155104166	"The Santa Clause"
EN	20000000	75597042	3.7798521	16.81124283	18.14092771	1.329684882	"The Rookie"
EN	22000000	147880543	6.721842864	16.90655301	18.81191536	1.905362353	"The Game Plan"
EN	24000000	182016617	7.584025708	16.99356439	19.01960854	2.026044155	"The Bridges of Madison County"
EN	22000000	84772742	3.853306455	16.90655301	18.25548461	1.348931599	"The Animal"
EN	22000000	77737889	3.533540409	16.90655301	18.16885333	1.262300317	"Gandhi"
EN	22000000	88880821	4.040037318	16.90655301	18.30280694	1.396253929	"The Hundred-Foot Journey"
EN	22000000	110627965	5.028543864	16.90655301	18.52168346	1.615130452	"The Net"
EN	22000000	92542418	4.206473545	16.90655301	18.34317767	1.436624659	"I Am Sam"
EN	22000000	67800064	3.081821091	16.90655301	18.0320737	1.125520686	"Son of God"
EN	22000000	95708457	4.350384409	16.90655301	18.37681722	1.470264211	"Underworld"
EN	22000000	57479076	2.612685273	16.90655301	17.86693154	0.960378533	"Derailed"
EN	22000000	35424826	1.610219364	16.90655301	17.38292343	0.47637042	"The Informant!"
EN	22000000	22400154	1.018188818	16.90655301	16.92457839	0.01802538	"Deuce Bigalow: European Gigolo"
EN	26000000	51164106	1.967850231	17.0736071	17.75054879	0.676941693	"Delivery Man"
EN	22000000	19351569	0.879616773	16.90655301	16.77828406	-0.128268952	"Saving Silverman"
EN	22000000	77112176	3.505098909	16.90655301	18.16077175	1.25421874	"Diary of a Wimpy Kid: Dog Days"
EN	22000000	33788161	1.5358255	16.90655301	17.33562103	0.429068022	"Jay and Silent Bob Strike Back"
EN	30000000	23619609	0.7873203	17.21670794	16.97758781	-0.239120125	"The Glass House"
EN	22000000	63647656	2.893075273	16.90655301	17.96887306	1.062320045	"Hail. Caesar!"
EN	22000000	43058898	1.957222636	16.90655301	17.57807946	0.671526446	"Homefront"
EN	22000000	13555988	0.616181273	16.90655301	16.42233893	-0.484214085	"The Little Vampire"
EN	22000000	10696210	0.486191364	16.90655301	16.18540003	-0.72115298	"RoboCop 3"
EN	25000000	72629670	2.9051868	17.03438638	18.10088407	1.066497691	"The Transporter Refueled"
OTHER	21000000	26193068	1.247288952	16.860033	17.08100535	0.220972358	"Black Book"
OTHER	22000000	17709155	0.804961591	16.90655301	16.6895923	-0.216960716	"Joyeux Noël"
EN	2000000	14400000	7.2	14.50865774	16.48273876	1.974081026	"Hit & Run"
EN	22000000	15447154	0.702143364	16.90655301	16.55293534	-0.353617674	"Before I Go to Sleep"
EN	22000000	12000000	0.545454545	16.90655301	16.30041721	-0.606135804	"Sorcerer"
EN	22000000	9479718	0.430896273	16.90655301	16.06466513	-0.841887884	"Stone"
EN	22000000	15400000	0.7	16.90655301	16.54987807	-0.356674944	"Out of the Furnace"
EN	25000000	92991835	3.7196734	17.03438638	18.34802225	1.313635869	"Michael Clayton"
OTHER	22000000	24000000	1.090909091	16.90655301	16.99356439	0.087011377	"Underdogs"
EN	17000000	73244881	4.308522412	16.6487239	18.10931892	1.460595017	"To Rome with Love"
EN	18000000	70687344	3.927074667	16.70588232	18.0737771	1.367894789	"Firefox"
