Language	Budget	Revenue	Ratio	LogBudget	LogRevenue	LogRatio	Title
EN	52000000	75450437	1.450969942	17.76675428	18.13898654	0.372232259	"The Change-Up"
EN	82000000	47434430	0.578468659	18.22222981	17.67485889	-0.547370911	"Man on the Moon"
EN	52000000	116112375	2.232930288	17.76675428	18.57006903	0.803314754	"Casino"
EN	52000000	52826594	1.015896038	17.76675428	17.7825253	0.01577102	"From Paris with Love"
EN	51000000	149270999	2.926882333	17.74733619	18.821274	1.073937806	"Me. Myself & Irene"
EN	51000000	72779000	1.427039216	17.74733619	18.10293801	0.355601819	"Barnyard"
EN	50000000	709827462	14.19654924	17.72753356	20.38053249	2.652998924	"The Twilight Saga: New Moon"
EN	60000000	484409218	8.073486967	17.90985512	19.9984406	2.088585479	"Shrek"
EN	50200000	127869379	2.547198785	17.73152558	18.66651982	0.93499424	"The Adjustment Bureau"
EN	48000000	390493908	8.13528975	17.68671157	19.78292293	2.096211358	"Robin Hood: Prince of Thieves"
EN	50000000	273552592	5.47105184	17.72753356	19.42700445	1.69947089	"Jerry Maguire"
EN	50000000	549368315	10.9873663	17.72753356	20.12427966	2.396746095	"Ted"
EN	50000000	314178011	6.28356022	17.72753356	19.5654703	1.837936734	"As Good as It Gets"
EN	50000000	202292902	4.04585804	17.72753356	19.12522722	1.397693652	"Patch Adams"
EN	50000000	173649015	3.4729803	17.72753356	18.97254666	1.245013101	"Anchorman 2: The Legend Continues"
EN	50000000	171269535	3.4253907	17.72753356	18.9587491	1.231215538	"Mr. Deeds"
EN	50000000	260095987	5.20191974	17.72753356	19.3765613	1.649027738	"Super 8"
EN	52000000	256271286	4.928293962	17.76675428	19.36174715	1.594992876	"Erin Brockovich"
EN	50000000	177371441	3.54742882	17.72753356	18.99375663	1.266223065	"How to Lose a Guy in 10 Days"
EN	50000000	188441614	3.76883228	17.72753356	19.05429878	1.326765213	"22 Jump Street"
EN	60000000	223664608	3.727743467	17.90985512	19.2256582	1.315803082	"Interview with the Vampire"
EN	70000000	225990978	3.228442543	18.0640058	19.23600564	1.171999836	"Yes Man"
EN	50000000	216972543	4.33945086	17.72753356	19.19528137	1.46774781	"Central Intelligence"
EN	50000000	242786137	4.85572274	17.72753356	19.30769152	1.580157956	"Daddy's Home"
EN	50000000	212902372	4.25804744	17.72753356	19.17634427	1.448810708	"Into the Woods"
EN	45000000	184376254	4.097250089	17.62217305	19.03248909	1.410316039	"Inside Man"
EN	90000000	161626121	1.795845789	18.31532023	18.90079633	0.585476103	"Payback"
EN	50000000	152022101	3.04044202	17.72753356	18.83953647	1.112002906	"Congo"
EN	50000000	120081841	2.40163682	17.72753356	18.60368408	0.876150513	"We Bought a Zoo"
EN	50000000	155446362	3.10892724	17.72753356	18.86181129	1.134277728	"Knowing"
EN	50000000	88715192	1.77430384	17.72753356	18.30094171	0.573408143	"Failure to Launch"
EN	50000000	161451538	3.22903076	17.72753356	18.89971558	1.172182018	"The Ring Two"
EN	50000000	142851197	2.85702394	17.72753356	18.77731407	1.049780503	"Crazy. Stupid. Love."
EN	50000000	200804534	4.01609068	17.72753356	19.11784253	1.390308962	"Garfield"
EN	50000000	110206216	2.20412432	17.72753356	18.51786386	0.790330296	"Moneyball"
EN	50000000	189859560	3.7971912	17.72753356	19.0617952	1.334261636	"Outbreak"
EN	50000000	222809600	4.456192	17.72753356	19.22182815	1.49429459	"Non-Stop"
EN	50000000	106303988	2.12607976	17.72753356	18.48181336	0.754279796	"Race to Witch Mountain"
EN	54000000	132511035	2.453908056	17.8044946	18.70217648	0.897681878	"V for Vendetta"
EN	50000000	88323487	1.76646974	17.72753356	18.29651662	0.568983058	"Shanghai Knights"
EN	50000000	69834815	1.3966963	17.72753356	18.06164323	0.334109662	"Curious George"
EN	50000000	66002004	1.32004008	17.72753356	18.00519566	0.2776621	"Herbie Fully Loaded"
EN	50000000	100020092	2.00040184	17.72753356	18.42088164	0.69334808	"Don't Say a Word"
EN	50000000	224803475	4.4960695	17.72753356	19.23073713	1.503203571	"Hansel & Gretel: Witch Hunters"
EN	50000000	119137784	2.38275568	17.72753356	18.59579123	0.868257667	"Unfaithful"
EN	50000000	144492830	2.8898566	17.72753356	18.78874044	1.061206882	"I Am Number Four"
EN	50000000	94000000	1.88	17.72753356	18.35880534	0.631271777	"Syriana"
EN	50000000	69411370	1.3882274	17.72753356	18.05556124	0.328027682	"13 Hours: The Secret Soldiers of Benghazi"
EN	50000000	97437106	1.94874212	17.72753356	18.39471766	0.667184098	"The Book of Life"
EN	45000000	82800000	1.84	17.62217305	18.23193862	0.609765572	"Firewall"
EN	50000000	50068310	1.0013662	17.72753356	17.72889883	0.001365268	"Absolute Power"
EN	50000000	48169156	0.96338312	17.72753356	17.69022946	-0.037304106	"G.I. Jane"
EN	50000000	109423648	2.18847296	17.72753356	18.51073759	0.783204022	"The Game"
EN	50000000	97607453	1.95214906	17.72753356	18.39646441	0.668930848	"Silent Hill"
EN	50000000	234989584	4.69979168	17.72753356	19.27505175	1.547518184	"American Reunion"
EN	50000000	44547681	0.89095362	17.72753356	17.61207066	-0.115462907	"The Negotiator"
EN	50000000	160602194	3.21204388	17.72753356	18.89444102	1.166907457	"Into the Storm"
EN	50000000	119208989	2.38417978	17.72753356	18.59638872	0.868855157	"Beverly Hills Cop III"
EN	50000000	41482207	0.82964414	17.72753356	17.54077515	-0.186758417	"Gremlins 2: The New Batch"
EN	50000000	83719388	1.67438776	17.72753356	18.24298115	0.515447582	"The Judge"
EN	45000000	129394835	2.875440778	17.62217305	18.67837902	1.056205977	"Resident Evil: Apocalypse"
EN	50000000	40203020	0.8040604	17.72753356	17.50945268	-0.218080888	"Bridget Jones: The Edge of Reason"
EN	50000000	55495563	1.10991126	17.72753356	17.83181363	0.104280066	"Out of Time"
EN	50000000	49000000	0.98	17.72753356	17.70733086	-0.020202707	"On Deadly Ground"
EN	50000000	69425966	1.38851932	17.72753356	18.05577151	0.328237942	"The Adventures of Sharkboy and Lavagirl"
EN	40000000	144056873	3.601421825	17.50439001	18.78571873	1.281328719	"The Beach"
EN	50000000	49718611	0.99437222	17.72753356	17.72188989	-0.005643676	"Raising Helen"
EN	40000000	60462347	1.511558675	17.50439001	17.91753137	0.413141354	"Ninja Assassin"
EN	50000000	113309743	2.26619486	17.72753356	18.54563572	0.818102152	"Striptease"
EN	50000000	83761844	1.67523688	17.72753356	18.24348814	0.515954576	"Marmaduke"
EN	50000000	105197635	2.1039527	17.72753356	18.47135138	0.743817814	"Hereafter"
EN	50000000	56714147	1.13428294	17.72753356	17.85353424	0.12600068	"Murder by Numbers"
EN	50000000	30303072	0.60606144	17.72753356	17.22675965	-0.500773912	"Assassins"
EN	50000000	82169884	1.64339768	17.72753356	18.22429942	0.496765855	"Hannibal Rising"
EN	50000000	58900031	1.17800062	17.72753356	17.89135217	0.163818612	"The Story of Us"
EN	44000000	63327201	1.439254568	17.59970019	17.96382551	0.364125319	"The Host"
EN	50000000	42792561	0.85585122	17.72753356	17.57187484	-0.155658726	"Basic"
EN	50000000	26199517	0.52399034	17.72753356	17.08125153	-0.64628203	"Blood Work"
EN	50000000	60161391	1.20322782	17.72753356	17.91254136	0.185007796	"The International"
EN	50000000	42277365	0.8455473	17.72753356	17.55976239	-0.167771169	"Escape from L.A."
EN	70000000	23159305	0.330847214	18.0640058	16.9579072	-1.106098598	"The Iron Giant"
EN	50000000	34808403	0.69616806	17.72753356	17.36536938	-0.362164182	"The Life Aquatic with Steve Zissou"
EN	50000000	25035950	0.500719	17.72753356	17.03582335	-0.691710213	"Free State of Jones"
EN	50000000	38955598	0.77911196	17.72753356	17.47793304	-0.249600521	"The Life of David Gale"
EN	50000000	71561644	1.43123288	17.72753356	18.08606979	0.358536227	"Run All Night"
EN	51500000	55112356	1.070142835	17.75709237	17.8248845	0.06779213	"Eastern Promises"
EN	50000000	44434439	0.88868878	17.72753356	17.60952538	-0.118008184	"Into the Blue"
OTHER	60000000	66976317	1.11627195	17.90985512	18.01984964	0.109994517	"The Messenger: The Story of Joan of Arc"
EN	49900000	26121638	0.523479719	17.72553156	17.07827457	-0.64725699	"Your Highness"
EN	50000000	38502340	0.7700468	17.72753356	17.46622958	-0.261303987	"Dream House"
EN	50000000	10541523	0.21083046	17.72753356	16.17083259	-1.556700976	"Mad City"
EN	50000000	16671505	0.3334301	17.72753356	16.62921153	-1.098322031	"Baby's Day Out"
EN	50000000	10382407	0.20764814	17.72753356	16.1556233	-1.571910266	"The Scarlet Letter"
EN	22000000	24188922	1.099496455	16.90655301	17.00140532	0.094852306	"Fair Game"
EN	50000000	22944502	0.45889004	17.72753356	16.9485889	-0.778944662	"Domino"
EN	50000000	9851610	0.1970322	17.72753356	16.10314545	-1.624388112	"Jade"
EN	50000000	40828540	0.8165708	17.72753356	17.5248919	-0.202641659	"Gamer"
EN	60000000	60052138	1.000868967	17.90985512	17.91072371	0.000868589	"Beautiful Creatures"
EN	50000000	55969000	1.11938	17.72753356	17.84030852	0.112774961	"Zoolander 2"
EN	50000000	6808550	0.136171	17.72753356	15.73368973	-1.99384383	"The Big Bounce"
EN	50000000	28931401	0.57862802	17.72753356	17.1804381	-0.54709546	"Drive Angry"
EN	50000000	12764201	0.25528402	17.72753356	16.36215501	-1.36537855	"Street Fighter: The Legend of Chun-Li"
EN	49000000	72700000	1.483673469	17.70733086	18.10185194	0.394521086	"The One"
EN	49000000	20423389	0.416803857	17.70733086	16.83219132	-0.875139534	"The Adventures of Ford Fairlane"
EN	50000000	36348784	0.72697568	17.72753356	17.40867131	-0.318862255	"The Boat That Rocked"
EN	48000000	207515725	4.323244271	17.68671157	19.15071768	1.464006109	"Traffic"
EN	48000000	474171806	9.878579292	17.68671157	19.97708027	2.290368705	"Indiana Jones and the Last Crusade"
EN	49000000	104399548	2.13060302	17.70733086	18.4637359	0.756405048	"Chappie"
EN	73000000	151493655	2.075255548	18.10597	18.8360543	0.730084302	"The Bone Collector"
EN	48000000	196397415	4.091612813	17.68671157	19.09565079	1.408939223	"Panic Room"
EN	75000000	108000000	1.44	18.13299867	18.49764179	0.364643114	"Three Kings"
EN	50000000	3324330	0.0664866	17.72753356	15.01677871	-2.710754855	"Child 44"
EN	48000000	85498534	1.781219458	17.68671157	18.26400979	0.577298219	"Rat Race"
EN	48000000	50315140	1.048232083	17.68671157	17.73381658	0.047105015	"K-PAX"
EN	48000000	90383208	1.8829835	17.68671157	18.31956906	0.632857487	"Bedazzled"
EN	58000000	25928721	0.447046914	17.87595357	17.07086183	-0.805091737	"The Cotton Club"
EN	55000000	70016220	1.273022182	17.82284374	18.06423749	0.241393744	"3:10 to Yuma"
EN	48000000	325771424	6.786904667	17.68671157	19.60170654	1.914994971	"Taken 3"
EN	48000000	77745568	1.619699333	17.68671157	18.1689521	0.482240535	"Out of Sight"
EN	47000000	102825796	2.187782894	17.66565816	18.44854681	0.782888654	"The Cable Guy"
EN	47000000	103738726	2.207206936	17.66565816	18.45738605	0.791727886	"Dick Tracy"
EN	48000000	124305181	2.589691271	17.68671157	18.63825024	0.951538668	"The Thomas Crown Affair"
EN	48000000	35743308	0.74465225	17.68671157	17.39187362	-0.294837948	"Riding in Cars with Boys"
EN	15000000	125212904	8.347526933	16.52356076	18.64552608	2.121965319	"First Blood"
EN	47000000	38085778	0.810335702	17.66565816	17.45535149	-0.21030667	"Happily N'Ever After"
EN	47000000	12379402	0.263391532	17.66565816	16.33154452	-1.334113639	"Mary Reilly"
EN	38000000	299288605	7.876015921	17.45309672	19.5169189	2.063822182	"My Best Friend's Wedding"
EN	46000000	113714830	2.472061522	17.64415195	18.54920438	0.905052427	"Insomnia"
EN	46000000	150000000	3.260869565	17.64415195	18.82614585	1.181993898	"Star Trek: First Contact"
EN	47000000	10539000	0.224234043	17.66565816	16.17059322	-1.49506494	"Jonah Hex"
EN	46000000	100860818	2.192626478	17.64415195	18.42925208	0.78510013	"Courage Under Fire"
EN	45000000	181000000	4.022222222	17.62217305	19.01400759	1.391834541	"Liar Liar"
EN	25000000	15436808	0.61747232	17.03438638	16.55226535	-0.482121037	"The Infiltrator"
EN	46000000	5200000	0.113043478	17.64415195	15.46416918	-2.179982771	"Inchon"
EN	46000000	341631208	7.426765391	17.64415195	19.64924237	2.00509042	"The Flintstones"
EN	45000000	376141306	8.358695689	17.62217305	19.74547544	2.123302397	"Taken 2"
EN	48000000	220673217	4.597358688	17.68671157	19.21219351	1.52548194	"Scary Movie 3"
EN	45000000	212000000	4.711111111	17.62217305	19.17209683	1.549923785	"Miss Congeniality"
EN	45000000	101702060	2.260045778	17.62217305	18.43755812	0.815385069	"Journey to the Center of the Earth"
EN	40000000	95149435	2.378735875	17.50439001	18.37095921	0.866569202	"The Princess Diaries 2: Royal Engagement"
EN	45000000	195268056	4.339290133	17.62217305	19.08988382	1.467710771	"The Pelican Brief"
EN	45000000	117615211	2.613671356	17.62217305	18.58292893	0.960755883	"The Client"
EN	45000000	175372502	3.897166711	17.62217305	18.98242285	1.360249805	"The Bucket List"
EN	45000000	178051587	3.956701933	17.62217305	18.99758388	1.375410833	"Patriot Games"
EN	43000000	154749918	3.598835302	17.57671067	18.85732094	1.280610266	"Monster-in-Law"
EN	46000000	122126687	2.654927978	17.64415195	18.62056948	0.976417527	"Prisoners"
EN	45000000	104876233	2.330582956	17.62217305	18.46829148	0.846118432	"Training Day"
EN	45000000	90683916	2.015198133	17.62217305	18.32289057	0.70071752	"Galaxy Quest"
EN	45000000	141220678	3.138237289	17.62217305	18.76583432	1.143661269	"Scary Movie 2"
EN	45000000	165184237	3.670760822	17.62217305	18.922572	1.300398949	"The Muppets"
EN	45000000	131183530	2.915189556	17.62217305	18.69210789	1.069934845	"Blade"
EN	30000000	76669806	2.5556602	17.21670794	18.15501853	0.938310586	"Coach Carter"
EN	45000000	94935764	2.109683644	17.62217305	18.36871105	0.746538005	"Changing Lanes"
EN	45000000	136885767	3.041905933	17.62217305	18.73465732	1.112484271	"Anaconda"
EN	45000000	113916474	2.5314772	17.62217305	18.55097605	0.928803006	"Coyote Ugly"
EN	40000000	244931766	6.12329415	17.50439001	19.31649022	1.812100212	"Love Actually"
EN	120000000	363258859	3.027157158	18.6030023	19.71062625	1.107623948	"A Bug's Life"
EN	35000000	74558115	2.130231857	17.37085862	18.12708945	0.756230827	"From Hell"
EN	45000000	170362582	3.785835156	17.62217305	18.95343956	1.331266511	"The Specialist"
EN	45000000	53854588	1.196768622	17.62217305	17.80179816	0.17962511	"Tin Cup"
EN	45000000	56070433	1.246009622	17.62217305	17.84211919	0.219946143	"Kicking & Screaming"
EN	50000000	104478416	2.08956832	17.72753356	18.46449106	0.736957499	"The Hitchhiker's Guide to the Galaxy"
EN	45000000	148412065	3.298045889	17.62217305	18.81550319	1.193330138	"Resident Evil: Extinction"
EN	40000000	123494610	3.08736525	17.50439001	18.63170807	1.127318057	"Blended"
EN	45000000	38399961	0.853332467	17.62217305	17.463567	-0.158606046	"Last Holiday"
EN	45000000	82966152	1.843692267	17.62217305	18.23394328	0.611770228	"Savages"
EN	25000000	56422687	2.25690748	17.03438638	17.84838189	0.813995505	"Cellular"
EN	40000000	160583018	4.01457545	17.50439001	18.89432161	1.389931601	"Johnny English"
EN	50000000	55181129	1.10362258	17.72753356	17.82613159	0.098598023	"The Ant Bully"
EN	40000000	30925690	0.77314225	17.50439001	17.24709779	-0.257292224	"Dune"
EN	35000000	75225693	2.149305514	17.37085862	18.13600339	0.765144773	"Revolutionary Road"
EN	55000000	65664721	1.193904018	17.82284374	18.00007237	0.177228625	"16 Blocks"
EN	70000000	72108608	1.030122971	18.0640058	18.09368398	0.029678185	"Babylon A.D."
EN	45000000	57881056	1.286245689	17.62217305	17.8739007	0.251727656	"Aliens in the Attic"
EN	35000000	29400000	0.84	17.37085862	17.19650523	-0.174353387	"The Pledge"
EN	45000000	38058335	0.845740778	17.62217305	17.45463067	-0.167542376	"The Producers"
EN	45000000	17300889	0.3844642	17.62217305	16.66626845	-0.955904602	"The Phantom"
EN	44000000	13681765	0.310949205	17.59970019	16.43157448	-1.16812571	"Nixon"
EN	45000000	60222298	1.338273289	17.62217305	17.91355324	0.291380193	"The Ghost Writer"
EN	45000000	11203026	0.248956133	17.62217305	16.23169448	-1.390478569	"Deep Rising"
EN	45000000	9323833	0.207196289	17.62217305	16.04808437	-1.57408868	"Miracle at St. Anna"
EN	45000000	42487390	0.944164222	17.62217305	17.56471788	-0.057455164	"Bangkok Dangerous"
EN	40000000	8493890	0.21234725	17.50439001	15.95485764	-1.549532373	"Big Trouble"
EN	45000000	4607608	0.102391289	17.62217305	15.34321941	-2.278953639	"Love in the Time of Cholera"
EN	45000000	2154540	0.047878667	17.62217305	14.5830878	-3.039085246	"Shadow Conspiracy"
EN	45000000	160078586	3.557301911	17.62217305	18.89117542	1.269002367	"Johnny English Reborn"
EN	65000000	73706	0.001133938	17.98989783	11.20783949	-6.782058342	"Foodfight!"
EN	44500000	232324128	5.220766921	17.61099975	19.26364406	1.652644311	"Argo"
EN	44000000	368875760	8.38354	17.59970019	19.72597045	2.12627026	"The Fugitive"
EN	40000000	136000000	3.4	17.50439001	18.72816544	1.223775432	"The Bounty Hunter"
EN	44000000	165615285	3.76398375	17.59970019	18.9251781	1.325477904	"Sleepers"
EN	44000000	300400432	6.827282545	17.59970019	19.52062692	1.920926724	"Rambo: First Blood Part II"
EN	2600000	84300000	32.42307692	14.771022	18.24989242	3.47887042	"Pinocchio"
EN	44000000	3484331	0.079189341	17.59970019	15.06378662	-2.535913574	"Heaven's Gate"
EN	50000000	111340801	2.22681602	17.72753356	18.52810633	0.800572771	"Underworld: Evolution"
EN	40000000	34227298	0.85568245	17.50439001	17.34853407	-0.155855941	"Victor Frankenstein"
EN	43000000	80049764	1.861622419	17.57671067	18.19815905	0.621448376	"Finding Forrester"
EN	45000000	50871113	1.130469178	17.62217305	17.7448058	0.122632748	"Unleashed"
EN	43000000	68696770	1.597599302	17.57671067	18.04521274	0.468502066	"The Sweetest Thing"
EN	42000000	270248367	6.434484929	17.55318018	19.41485197	1.861671796	"The Firm"
EN	44000000	48190704	1.095243273	17.59970019	17.6906767	0.090976505	"Charlie St. Cloud"
EN	40000000	51070807	1.276770175	17.50439001	17.7487236	0.244333588	"The Mechanic"
EN	42000000	201585328	4.799650667	17.55318018	19.12172331	1.568543137	"21 Jump Street"
EN	42000000	363889678	8.664039952	17.55318018	19.7123613	2.159181121	"Notting Hill"
EN	45000000	224834564	4.996323644	17.62217305	19.23087542	1.608702371	"Chicken Run"
EN	42000000	171963386	4.094366333	17.55318018	18.96279214	1.409611964	"Along Came Polly"
EN	40000000	70100000	1.7525	17.50439001	18.06543335	0.56104334	"Boomerang"
EN	43000000	158674180	3.690097209	17.57671067	18.88236348	1.305652802	"The Heat"
EN	31115000	71000000	2.281857625	17.25320058	18.07819044	0.824989859	"Cleopatra"
EN	42000000	63781810	1.518614524	17.55318018	17.9709786	0.417798422	"High Crimes"
EN	32000000	55157539	1.723673094	17.28124646	17.82570399	0.544457533	"The Mothman Prophecies"
EN	32000000	156167015	4.880219219	17.28124646	18.8664366	1.585190141	"Licence to Kill"
EN	42000000	89162162	2.122908619	17.55318018	18.30596731	0.752787138	"Red Riding Hood"
EN	60000000	56359980	0.939333	17.90985512	17.84726989	-0.06258523	"15 Minutes"
EN	48000000	20915465	0.435738854	17.68671157	16.8559994	-0.830712173	"Super Mario Bros."
EN	42000000	24127895	0.57447369	17.55318018	16.9988792	-0.554300978	"Lord of War"
OTHER	31000000	177394432	5.722401032	17.24949776	18.99388624	1.744388478	"Hero"
EN	40000000	36893721	0.922343025	17.50439001	17.42355193	-0.08083808	"One for the Money"
EN	44000000	12342632	0.280514364	17.59970019	16.32856984	-1.271130348	"The Interview"
EN	42000000	11087569	0.263989738	17.55318018	16.22133513	-1.331845047	"The Warrior's Way"
OTHER	33000000	14000000	0.424242424	17.31201812	16.45456789	-0.857450232	"Micmacs"
EN	41000000	215000000	5.243902439	17.52908262	19.18614859	1.657065961	"8 Mile"
EN	65000000	117487473	1.807499585	17.98989783	18.58184227	0.591944445	"A Knight's Tale"
EN	40000000	672806292	16.8201573	17.50439001	20.32696802	2.822578006	"The Sixth Sense"
EN	42000000	46221189	1.1005045	17.55318018	17.64894889	0.095768711	"Man on a Ledge"
EN	41000000	7448385	0.181667927	17.52908262	15.82350779	-1.705574836	"The Big Year"
EN	8000000	90815558	11.35194475	15.8949521	18.32434117	2.429389073	"The Karate Kid"
EN	40000000	251171807	6.279295175	17.50439001	19.34164775	1.837257741	"American Hustle"
EN	40000000	317375031	7.934375775	17.50439001	19.5755947	2.071204684	"The Proposal"
EN	70000000	177841558	2.540593686	18.0640058	18.99640359	0.932397788	"Double Jeopardy"
EN	40000000	332000000	8.3	17.50439001	19.62064553	2.116255515	"Back to the Future Part II"
EN	40000000	126546825	3.163670625	17.50439001	18.65612296	1.151732944	"Lucy"
EN	40000000	571006128	14.2751532	17.50439001	20.1629105	2.658520488	"Fifty Shades of Grey"
EN	38000000	197011982	5.184525842	17.45309672	19.09877511	1.645678389	"Spy Kids 3-D: Game Over"
EN	40000000	152266007	3.806650175	17.50439001	18.8411396	1.336749583	"A Time to Kill"
EN	40000000	190212113	4.755302825	17.50439001	19.06365039	1.55926038	"Cheaper by the Dozen"
EN	40000000	149295601	3.732390025	17.50439001	18.8214388	1.317048786	"Lone Survivor"
EN	40000000	107458785	2.686469625	17.50439001	18.49261794	0.988227925	"A League of Their Own"
EN	40000000	320170008	8.0042502	17.50439001	19.58436269	2.079972676	"The Conjuring 2"
EN	40000000	224920315	5.623007875	17.50439001	19.23125674	1.72686673	"The Social Network"
EN	40000000	177259441	4.431486025	17.50439001	18.99312499	1.488734974	"He's Just Not That Into You"
EN	45000000	178262620	3.961391556	17.62217305	18.99876841	1.376595366	"Scary Movie 4"
EN	40000000	161834276	4.0458569	17.50439001	18.90208338	1.39769337	"Scream 3"
EN	40000000	244527583	6.113189575	17.50439001	19.31483867	1.810448662	"Back to the Future Part III"
EN	40000000	111811453	2.795286325	17.50439001	18.53232456	1.027934543	"Get Hard"
EN	40000000	215862692	5.3965673	17.50439001	19.19015308	1.685763066	"Dracula"
EN	40000000	129540499	3.238512475	17.50439001	18.67950412	1.175114112	"Julie & Julia"
EN	40000000	95020213	2.375505325	17.50439001	18.3696002	0.865210183	"42"
EN	40000000	128798265	3.219956625	17.50439001	18.6737579	1.169367889	"The Talented Mr. Ripley"
EN	40000000	169837010	4.24592525	17.50439001	18.95034977	1.445959758	"Dumb and Dumber To"
EN	40000000	120455994	3.01139985	17.50439001	18.60679505	1.102405037	"Eight Below"
EN	35000000	194564672	5.558990629	17.37085862	19.08627517	1.71541655	"The Intern"
EN	40000000	124827316	3.1206829	17.50439001	18.64244187	1.138051856	"Ride Along 2"
EN	40000000	75505856	1.8876464	17.50439001	18.13972077	0.635330762	"The Last of the Mohicans"
EN	40000000	124731534	3.11828835	17.50439001	18.64167426	1.137284246	"Ray"
EN	40000000	158733820	3.9683455	17.50439001	18.88273927	1.378349257	"Sin City"
EN	40000000	151161491	3.779037275	17.50439001	18.8338593	1.329469288	"Vantage Point"
EN	41000000	91636986	2.235048439	17.52908262	18.33334553	0.804262901	"I Love You. Man"
EN	40000000	141069860	3.5267465	17.50439001	18.76476579	1.260375775	"Shallow Hal"
EN	40000000	205405498	5.13513745	17.50439001	19.14049662	1.63610661	"JFK"
EN	40000000	138259062	3.45647655	17.50439001	18.74463974	1.240249732	"Big Momma's House 2"
EN	57000000	147845033	2.593772509	17.85856183	18.81167521	0.953113383	"The Mexican"
EN	20000000	136267476	6.8133738	16.81124283	18.73013025	1.918887416	"17 Again"
EN	40000000	196781193	4.919529825	17.50439001	19.09760297	1.593212962	"The Other Woman"
EN	40000000	186167139	4.654178475	17.50439001	19.04215542	1.537765413	"The Final Destination"
EN	40000000	165478348	4.1369587	17.50439001	18.92435092	1.419960904	"Bridge of Spies"
EN	40000000	91753202	2.29383005	17.50439001	18.33461294	0.830222931	"Behind Enemy Lines"
EN	40000000	90029656	2.2507414	17.50439001	18.31564969	0.811259673	"Get Him to the Greek"
EN	50000000	170128460	3.4025692	17.72753356	18.95206436	1.224530793	"Shall We Dance?"
EN	40000000	54682547	1.367063675	17.50439001	17.81705515	0.312665137	"Small Soldiers"
EN	40000000	87840042	2.19600105	17.50439001	18.29102801	0.786638002	"Spawn"
EN	35000000	75395048	2.154144229	17.37085862	18.13825215	0.767393535	"The Count of Monte Cristo"
EN	40000000	85412898	2.13532245	17.50439001	18.26300768	0.758617666	"The Lincoln Lawyer"
EN	30000000	130786397	4.359546567	17.21670794	18.68907599	1.472368053	"Unknown"
EN	40000000	109676311	2.741907775	17.50439001	18.51304396	1.008653946	"The Prestige"
EN	42000000	107670357	2.563579929	17.55318018	18.49458487	0.941404691	"Horrible Bosses 2"
EN	40000000	74597643	1.864941075	17.50439001	18.12761947	0.623229457	"Escape from Planet Earth"
EN	40000000	120175290	3.00438225	17.50439001	18.60446198	1.100071973	"Apocalypto"
EN	40000000	191185897	4.779647425	17.50439001	19.0687568	1.564366783	"The Living Daylights"
EN	40000000	126248813	3.156220325	17.50439001	18.65376522	1.149375212	"Predators"
EN	40000000	92913171	2.322829275	17.50439001	18.34717597	0.842785958	"Secret Window"
EN	40000000	114830111	2.870752775	17.50439001	18.5589643	1.054574286	"The Lake House"
EN	43000000	91974818	2.138949256	17.57671067	18.33702538	0.760314706	"The Skeleton Key"
EN	40000000	84601681	2.115042025	17.50439001	18.25346469	0.749074682	"Made of Honor"
EN	40000000	67347013	1.683675325	17.50439001	18.02536911	0.520979097	"Jersey Boys"
EN	40000000	45916769	1.147919225	17.50439001	17.64234095	0.137950934	"The Rainmaker"
EN	40000000	141591324	3.5397831	17.50439001	18.76845547	1.264065454	"Gothika"
EN	36000000	74000000	2.055555556	17.3990295	18.11957565	0.720546155	"Amistad"
EN	40000000	41797066	1.04492665	17.50439001	17.5483367	0.043946692	"Aliens vs Predator: Requiem"
EN	40000000	145896422	3.64741055	17.50439001	18.79840749	1.294017477	"Music and Lyrics"
EN	40000000	97552050	2.43880125	17.50439001	18.39589664	0.891506628	"Paul"
EN	40000000	41863726	1.04659315	17.50439001	17.54993028	0.04554027	"The Guilt Trip"
EN	40000000	97138686	2.42846715	17.50439001	18.39165027	0.887260256	"Scream 4"
EN	40000000	96618699	2.415467475	17.50439001	18.38628285	0.88189284	"8MM"
EN	38000000	34416893	0.905707711	17.45309672	17.35405808	-0.09903864	"The Doors"
EN	40000000	126069509	3.151737725	17.50439001	18.65234397	1.147953959	"Sex Tape"
EN	40000000	36037909	0.900947725	17.50439001	17.40008197	-0.104308042	"Hanging Up"
EN	47000000	157887643	3.359311553	17.66565816	18.87739422	1.211736058	"Final Destination 5"
EN	40000000	55707411	1.392685275	17.50439001	17.83562375	0.331233736	"Pay It Forward"
EN	30000000	50451307	1.681710233	17.21670794	17.73651921	0.519811272	"Fever Pitch"
EN	25000000	48063435	1.9225374	17.03438638	17.68803226	0.653645876	"The Shadow"
EN	40000000	55247881	1.381197025	17.50439001	17.82734054	0.322950533	"Extremely Loud & Incredibly Close"
EN	40000000	58785180	1.4696295	17.50439001	17.88940034	0.385010328	"Morning Glory"
EN	40000000	46442528	1.1610632	17.50439001	17.65372615	0.149336137	"Get Rich or Die Tryin'"
EN	40000000	30199105	0.754977625	17.50439001	17.22332285	-0.281067166	"The Art of War"
EN	40000000	31670620	0.7917655	17.50439001	17.2709	-0.233490017	"Rent"
EN	75000000	29000000	0.386666667	18.13299867	17.18280639	-0.950192284	"The Out-of-Towners"
EN	40000000	49627779	1.240694475	17.50439001	17.7200613	0.215671283	"The Island of Dr. Moreau"
