urls
https://www.bbc.com/news/articles/cqlyy1rld0ko
https://www.bbc.com/news/articles/c62zzd3zp50o
https://www.bbc.com/news/articles/cly22wdedqeo
https://www.bbc.com/news/articles/cyvee9rpdq6o
https://www.bbc.com/news/articles/cvgee7rl24ro
https://www.bbc.com/news/articles/c1kjj032d8do
https://www.bbc.com/news/articles/cpq222rqv4po
https://www.bbc.com/news/articles/cx2gg4x4w14o
https://www.bbc.com/news/articles/ce8yy3wpn6eo
https://www.bbc.com/news/articles/cq6yy9e368vo
https://www.bbc.com/news/articles/c4g776e670vo
https://www.bbc.com/news/articles/c170l0n8j54o
https://www.bbc.com/news/articles/c4gm9851559o
https://www.bbc.com/news/articles/c2lj0vrkv9yo
https://www.bbc.com/news/articles/cy7xxlr2pggo
https://www.bbc.com/news/articles/cdell8n14x2o
https://www.bbc.com/news/articles/cr52399eqgqo
https://www.bbc.com/news/articles/clyderx4v8go
https://www.bbc.com/news/articles/c5yxvywr015o
https://www.bbc.com/news/articles/cq5zgvdz2z0o
https://www.bbc.com/news/articles/cn48z5q28vyo
https://www.bbc.com/news/articles/cx2rmxr90eyo
https://www.bbc.com/news/articles/cwydeppzggno
https://www.bbc.com/news/articles/cp9yx7e13ryo
https://www.bbc.com/news/articles/ce30n52e6p1o
https://www.bbc.com/news/articles/cx24gze60yzo
https://www.bbc.com/news/articles/c5yxv0yj40ko
https://www.bbc.com/news/articles/c2erg38vjx8o
https://www.bbc.com/news/articles/cj0qrj20g5vo
https://www.bbc.com/news/articles/c5y0de4wpvlo
https://www.bbc.com/news/articles/c2417q5y2z0o
https://www.bbc.com/news/articles/c86pwpy7vx6o
https://www.bbc.com/news/articles/c1jpg0069wgo
https://www.bbc.com/news/articles/c2kgxk9eqk1o
https://www.bbc.com/news/articles/clyz2xk7d9xo
https://www.bbc.com/news/articles/cx2rnv1zj4go
https://www.bbc.com/news/articles/cd650zdwe8do
https://www.bbc.com/news/articles/c3904r98lnlo
https://www.bbc.com/news/articles/cpwd2qrn1e2o
https://www.bbc.com/news/articles/cr72n1yyj30o
https://www.bbc.com/news/articles/cd0ng4eyr3xo
https://www.bbc.com/news/articles/c4g05gzvp57o
https://www.bbc.com/news/articles/crlx8w5wdl0o
https://www.bbc.com/news/articles/cq8yvg5359po
https://www.bbc.com/news/articles/ce8mdrvnmkno
https://www.bbc.com/news/articles/clyr2xvn4dpo
https://www.bbc.com/news/articles/c93np4y0343o
https://www.bbc.com/news/articles/c4g0mlm7zdlo
https://www.bbc.com/news/articles/cg4klq45ngvo
https://www.bbc.com/news/articles/c75762x20kro
https://www.bbc.com/news/articles/c5ym8n4lzp6o
https://www.bbc.com/news/articles/cx2glydm3gmo
https://www.bbc.com/news/articles/c5y93jgdvqjo
https://www.bbc.com/news/articles/c0jgw4dv3dgo
https://www.bbc.com/news/articles/cwyg54r9897o
https://www.bbc.com/news/articles/crkn4m0ym32o
https://www.bbc.com/news/articles/c5ym8yyremeo
https://www.bbc.com/news/articles/cly25yny3ego
https://www.bbc.com/news/articles/cgl0kw7136ko
https://www.bbc.com/news/articles/c93npyelnewo
https://www.bbc.com/news/articles/c74k9ppdwzeo
https://www.bbc.com/news/articles/c1jpd91zwlxo
https://www.bbc.com/news/articles/ce8ydg04xezo
https://www.bbc.com/news/articles/cvg1ln145l3o
https://www.bbc.com/news/articles/cy83958r2d0o
https://www.bbc.com/news/articles/c80yrglnn79o
https://www.bbc.com/news/articles/c0rqpp52j5vo
https://www.bbc.com/news/articles/cp8le2p353zo
https://www.bbc.com/news/articles/cg5d6dq44e7o
https://www.bbc.com/news/articles/cly4zw759plo
https://www.bbc.com/news/articles/c9845854nmno
